file,,name,include,copyright,copyrightLink,category,disputed,territory,all,,style,canton,star,emblemFlag,red white blue,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,coldWar
58078842.svg,,Stepanakert (Artsakh),,,none,capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
81221242.svg,,Stockholm (Sweden),,copyright,"By © Koyos, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=41660264",capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
25373484.svg,,Taipei (Taiwan),,,none,capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
53207158.svg,,Tallinn (Estonia),,,none,capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
96033035.svg,,Tashkent (Uzbekistan),,,none,capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
40383470.svg,,Tiblisi (Georgia),,,none,capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
92496971.svg,,Tegucigalpa (Honduras),,copyright,"By Sarumo74 - Own work, CC BY 3.0, https://commons.wikimedia.org/w/index.php?curid=30249703",capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
06287223.svg,,Tehran (Iran),,,none,capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
76154637.svg,,Teinainano (Kiribati),,,none,capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
60988641.svg,,Canberra (Australia),,,none,capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
79572882.svg,,San Marino (San Marino),,,none,capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
32531800.svg,,Wahsington D.C. (USA),,,none,capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
16819998.png,,London (UK),,,none,capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
90493892.svg,,Tirana (Albania),,,none,capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
06149390.svg,,Tiraspol (Transnistria),,,none,capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
34458752.svg,,Tokyo (Japan),,,none,capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
16399296.svg,,Tripoli (Libya),,,none,capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
27508940.svg,,Vaduz (Liechtenstein),,,none,capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
31594451.svg,,Valetta (Malta),,copyright,"By PNG flag: Jean KörpCoat of arms: InkwinaSVG flag: SiBr4 - Own work, based on File:Flag of Valletta.png and File:Valletta coa.svg, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=34940399",capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
90472575.svg,,Vilnius (Lithuania),,,none,capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
79951602.svg,,Warsaw (Poland),,,none,capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
82378528.svg,,Wellington (New Zealand),,,none,capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
07729654.gif,,Windhoek (Namibia),,,none,capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
21034979.svg,,Yerevan (Armenia),,,none,capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
86047830.svg,,Zagreb (Croatia),,,none,capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
35201991.svg,,Canberra,,,none,australia,,,,,,,,,,,,,,,allFiles,allFlags,
70212477.svg,,Berlin,,,none,germany,,,,,,,,,,,,,,,allFiles,allFlags,
34289647.svg,,Singapore (Singapore),,,none,capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
96283020.svg,,Tokyo,,,none,capitalCities,,,,,,,,,,,,,,,allFiles,allFlags,
19894193.svg,,Johor,,,none,malaysia,,,,,,,,,,,,,,,allFiles,allFlags,
06242197.svg,,Kedah,,,none,malaysia,,,,,,,,,,,,,,,allFiles,allFlags,
60602451.svg,,Kelantan,,copyright,"By Mysid, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=1069049",malaysia,,,,,,,,,,,,,,,allFiles,allFlags,
49508735.svg,,Kuala Lumpur,,,none,malaysia,,,,,,,,,,,,,,,allFiles,allFlags,
01182984.svg,,Labunan,,,none,malaysia,,,,,,,,,,,,,,,allFiles,allFlags,
37271943.svg,,Malacca,,,none,malaysia,,,,,,,,,,,,,,,allFiles,allFlags,
18342354.svg,,Negeri Sembilan,,,none,malaysia,,,,,,,,,,,,,,,allFiles,allFlags,
22730413.svg,,Pahang,,,none,malaysia,,,,,,,,,,,,,,,allFiles,allFlags,
47577142.svg,,Penang,,,none,malaysia,,,,,,,,,,,,,,,allFiles,allFlags,
32996170.svg,,Perak,,,none,malaysia,,,,,,,,,,,,,,,allFiles,allFlags,
35070469.svg,,Perlis,,,none,malaysia,,,,,,,,,,,,,,,allFiles,allFlags,
09136724.svg,,Putrajaya,,,none,malaysia,,,,,,,,,,,,,,,allFiles,allFlags,
08794468.svg,,Sabah,,,none,malaysia,,,,,,,,,,,,,,,allFiles,allFlags,
76507249.svg,,Sarawak,,copyright,"By Matthew A. Lockhart, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=1069069",malaysia,,,,,,,,,,,,,,,allFiles,allFlags,
15689896.svg,,Selangor,,copyright,"By Mysid at the English-language Wikipedia, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=1069135",malaysia,,,,,,,,,,,,,,,allFiles,allFlags,
52055443.svg,,Terengganu,,copyright,"By Mysid, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=1069289",malaysia,,,,,,,,,,,,,,,allFiles,allFlags,
44476649.svg,,Flag of the Federal Territories,,,none,malaysia,,,,,,,,,,,,,,,allFiles,allFlags,
34493143.svg,,Aargau,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
79772999.svg,,Appenzell Ausserhorden,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
39552416.svg,,Appenzell Innerhorden,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
25534348.svg,,Basel-Landschaft,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
02930814.svg,,Basel,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
27201955.svg,,Bern,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
32808844.svg,,Fribourg,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
72438529.svg,,Geneva,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
87050031.svg,,Glarus,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
46046961.svg,,Graub√ºnden,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
24685350.svg,,Jura,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
78599300.svg,,Lucerne,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
84079885.svg,,Neuch√¢tel,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
88269772.svg,,Nidwalden,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
75001532.svg,,Obwalden,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
96881405.svg,,Sankt Gallen,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
66529916.svg,,Schaffhausen,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
17721798.svg,,Schwyz,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
51744088.svg,,Solothurn,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
65018535.svg,,Thurgau,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
51600275.svg,,Ticino,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
53192124.svg,,Uri,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
77811578.svg,,Valais,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
50820931.svg,,Vaud,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
25115111.svg,,Zug,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
34673571.svg,,Z√ºrich,,,none,switzerland,,,,,,,,,,,,,,,allFiles,allFlags,
78631961.svg,,Central Bohemian Region,,,none,czechia,,,,,,,,,,,,,,,allFiles,allFlags,
44673966.svg,,Hradec Kralove Region,,,none,czechia,,,,,,,,,,,,,,,allFiles,allFlags,
26488731.svg,,Karlovy Vary Region,,,none,czechia,,,,,,,,,,,,,,,allFiles,allFlags,
91054347.svg,,Liberec Region,,,none,czechia,,,,,,,,,,,,,,,allFiles,allFlags,
51182681.svg,,Moravian-Silesian Region,,,none,czechia,,,,,,,,,,,,,,,allFiles,allFlags,
45304534.svg,,Olomouc Region,,,none,czechia,,,,,,,,,,,,,,,allFiles,allFlags,
98150472.svg,,Pardubice Region,,,none,czechia,,,,,,,,,,,,,,,allFiles,allFlags,
95942213.svg,,Plzen Region,,,none,czechia,,,,,,,,,,,,,,,allFiles,allFlags,
91881865.svg,,South Bohemian Region,,,none,czechia,,,,,,,,,,,,,,,allFiles,allFlags,
51243422.svg,,South Moravian Region,,,none,czechia,,,,,,,,,,,,,,,allFiles,allFlags,
28420873.svg,,Usti nad Labem Region,,,none,czechia,,,,,,,,,,,,,,,allFiles,allFlags,
23529713.svg,,Vysocina Region,,,none,czechia,,,,,,,,,,,,,,,allFiles,allFlags,
41375824.svg,,Zlin Region,,,none,czechia,,,,,,,,,,,,,,,allFiles,allFlags,
41759723.svg,,Burgenland,,,none,austria,,,,,,,,,,,,,,,allFiles,allFlags,
86133778.svg,,Carinthia,,,none,austria,,,,,,,,,,,,,,,allFiles,allFlags,
48279977.svg,,Lower Autria,,,none,austria,,,,,,,,,,,,,,,allFiles,allFlags,
91698336.svg,,Salzburg,,,none,austria,,,,,,,,,,,,,,,allFiles,allFlags,
41943411.svg,,Styria,,,none,austria,,,,,,,,,,,,,,,allFiles,allFlags,
84432895.svg,,Tyrol,,,none,austria,,,,,,,,,,,,,,,allFiles,allFlags,
17205289.svg,,Upper Austria,,,none,austria,,,,,,,,,,,,,,,allFiles,allFlags,
96711050.svg,,Vienna,,,none,austria,,,,,,,,,,,,,,,allFiles,allFlags,
02276383.svg,,Vorarlberg,,,none,austria,,,,,,,,,,,,,,,allFiles,allFlags,
32796237.svg,,Abruzzo,,,none,italy,,,,,,,,,,,,,,,allFiles,allFlags,
24385961.svg,,Apulia,,copyright,"By Angelus - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=22952675",italy,,,,,,,,,,,,,,,allFiles,allFlags,
53444659.svg,,Basilicata,,,none,italy,,,,,,,,,,,,,,,allFiles,allFlags,
10503637.svg,,Calabria,,,none,italy,,,,,,,,,,,,,,,allFiles,allFlags,
63894929.svg,,Campania,,,none,italy,,,,,,,,,,,,,,,allFiles,allFlags,
41694754.svg,,Emilia-Romagna,,copyright,"By This W3C-unspecified flag was created with Inkscape . - Own work http://bandieredalvivo.com/Pagine%20regionali/Emilia%20Romagna.html and http://www.cisv.it/rosso/bandiere5.html, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=88216974",italy,,,,,,,,,,,,,,,allFiles,allFlags,
66394091.svg,,Friuli-Venezia Giulia,,,none,italy,,,,,,,,,,,,,,,allFiles,allFlags,
84756910.svg,,Lazio,,,none,italy,,,,,,,,,,,,,,,allFiles,allFlags,
82142068.svg,,Liguria,,,none,italy,,,,,,,,,,,,,,,allFiles,allFlags,
61893546.svg,,Lombardy,,,none,italy,,,,,,,,,,,,,,,allFiles,allFlags,
27365003.svg,,Marche,,,none,italy,,,,,,,,,,,,,,,allFiles,allFlags,
78851295.svg,,Molise,,,none,italy,,,,,,,,,,,,,,,allFiles,allFlags,
49499667.svg,,Piedmont,,,none,italy,,,,,,,,,,,,,,,allFiles,allFlags,
46579481.svg,,Sardinia,,copyright,"By Angelus - Own work using: [1] &amp; [2], CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=20592414",italy,,,,,,,,,,,,,,,allFiles,allFlags,
09682207.svg,,Trentino-South Tyrol,,,none,italy,,,,,,,,,,,,,,,allFiles,allFlags,
38754917.svg,,Tuscany,,copyright,"By Angelo Romano - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=824283",italy,,,,,,,,,,,,,,,allFiles,allFlags,
16424542.svg,,Umbria,,,none,italy,,,,,,,,,,,,,,,allFiles,allFlags,
87559848.svg,,Valle d'Aosta,,,none,italy,,,,,,,,,,,,,,,allFiles,allFlags,
71822119.svg,,Veneto,,copyright,"By Derivative work: F l a n k e r - Own work based on: Manuale di immagine coordinata della Regione del Veneto, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=10015105",italy,,,,,,,,,,,,,,,allFiles,allFlags,
51616449.svg,,Sicilian Flag,,,none,italy,,,,,,,,,,,,,,,allFiles,allFlags,
33395476.svg,,Busan,,,none,korea,,,,,,,,,,,,,,,allFiles,allFlags,
19788239.svg,,Daegu,,,none,korea,,,,,,,,,,,,,,,allFiles,allFlags,
83316779.svg,,Daejeon,,,none,korea,,,,,,,,,,,,,,,allFiles,allFlags,
95904426.svg,,Gangwon Province,,,none,korea,,,,,,,,,,,,,,,allFiles,allFlags,
16651891.svg,,Gwangju,,,none,korea,,,,,,,,,,,,,,,allFiles,allFlags,
86888772.svg,,"Gyeonggi Province, South Korea",,,none,korea,,,,,,,,,,,,,,,allFiles,allFlags,
83895751.svg,,Incheon,,,none,korea,,,,,,,,,,,,,,,allFiles,allFlags,
77959464.svg,,Jeju,,,none,korea,,,,,,,,,,,,,,,allFiles,allFlags,
08812892.svg,,North Chungcheong Province,,,none,korea,,,,,,,,,,,,,,,allFiles,allFlags,
50075449.svg,,North Gyeongsang Province,,,none,korea,,,,,,,,,,,,,,,allFiles,allFlags,
23665561.svg,,North Jeolla Province,,,none,korea,,,,,,,,,,,,,,,allFiles,allFlags,
97914059.svg,,"Sejong City, South Korea",,,none,korea,,,,,,,,,,,,,,,allFiles,allFlags,
53033706.svg,,Seoul,,,none,korea,,,,,,,,,,,,,,,allFiles,allFlags,
23031401.svg,,South Chungcheong Province,,,none,korea,,,,,,,,,,,,,,,allFiles,allFlags,
97302669.svg,,South Gyeongsang Province,,,none,korea,,,,,,,,,,,,,,,allFiles,allFlags,
38084355.svg,,South Jeolla Province,,,none,korea,,,,,,,,,,,,,,,allFiles,allFlags,
96053593.svg,,Ulsan,,,none,korea,,,,,,,,,,,,,,,allFiles,allFlags,
02102934.svg,,Drenthe,,,none,netherlands,,,,,,,,,,,,,,,allFiles,allFlags,
67636097.svg,,Flevoland,,,none,netherlands,,,,,,,,,,,,,,,allFiles,allFlags,
27360308.svg,,Gelderland,,,none,netherlands,,,,,,,,,,,,,,,allFiles,allFlags,
99219116.svg,,Groningen,,,none,netherlands,,,,,,,,,,,,,,,allFiles,allFlags,
05897029.svg,,Limburg,,,none,netherlands,,,,,,,,,,,,,,,allFiles,allFlags,
95125593.svg,,North Holland,,,none,netherlands,,,,,,,,,,,,,,,allFiles,allFlags,
16560367.svg,,Overijssel,,,none,netherlands,,,,,,,,,,,,,,,allFiles,allFlags,
57529087.svg,,Zeeland,,,none,netherlands,,,,,,,,,,,,,,,allFiles,allFlags,
98106070.svg,,South Holland,,,none,netherlands,,,,,,,,,,,,,,,allFiles,allFlags,
79471302.svg,,Frisian_flag,,,none,netherlands,,,,,,,,,,,,,,,allFiles,allFlags,
37752602.svg,,North Brabant,,,none,netherlands,,,,,,,,,,,,,,,allFiles,allFlags,
50832218.svg,,Utrecht,,,none,netherlands,,,,,,,,,,,,,,,allFiles,allFlags,
18544392.svg,,Bomi County,,copyright,"By Fry1989 - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=24982714",liberia,,,,,,,,,,,,,,,allFiles,allFlags,
62971052.svg,,Bong County,,copyright,"By Fry1989 - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=25016843",liberia,,,,,,,,,,,,,,,allFiles,allFlags,
64010259.svg,,Gbarpolu County,,copyright,"By Fry1989 - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=24983237",liberia,,,,,,,,,,,,,,,allFiles,allFlags,
07044541.svg,,Grand Bassa County,,copyright,"By Fry1989 - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=24972058",liberia,,,,,,,,,,,,,,,allFiles,allFlags,
28898219.svg,,Grand Cape Mount County,,copyright,"By Fry1989 - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=25219250",liberia,,,,,,,,,,,,,,,allFiles,allFlags,
28833472.svg,,Grand Gedeh County,,copyright,"By Fry1989 - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=24983374",liberia,,,,,,,,,,,,,,,allFiles,allFlags,
97952650.svg,,Grand Kru County,,copyright,"By Fry1989 - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=24982863",liberia,,,,,,,,,,,,,,,allFiles,allFlags,
61230450.svg,,Lofa County,,copyright,"By Fry1989 - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=24983681",liberia,,,,,,,,,,,,,,,allFiles,allFlags,
12095803.svg,,Margibi County,,copyright,"By Fry1989 - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=24983160",liberia,,,,,,,,,,,,,,,allFiles,allFlags,
25619322.svg,,Maryland County,,copyright,"By Fry1989 - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=24983062",liberia,,,,,,,,,,,,,,,allFiles,allFlags,
80468766.svg,,Montserrado County,,copyright,"By Fry1989 - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=24982970",liberia,,,,,,,,,,,,,,,allFiles,allFlags,
64907247.svg,,Nimba County,,copyright,"By Fry1989 - This vector image includes elements that have been taken or adapted from this file:, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=24983629",liberia,,,,,,,,,,,,,,,allFiles,allFlags,
09559639.svg,,Rivercess County,,copyright,"By Fry1989 - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=24982799",liberia,,,,,,,,,,,,,,,allFiles,allFlags,
51502637.svg,,River Gee County,,copyright,"By The Macaroni Man - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=25219526",liberia,,,,,,,,,,,,,,,allFiles,allFlags,
25951016.svg,,Sinoe County,,copyright,"By Fry1989 - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=24971964",liberia,,,,,,,,,,,,,,,allFiles,allFlags,
83656525.svg,,Ashdod,,copyright,"By Meronim - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=15891170",israel,,,,,,,,,,,,,,,allFiles,allFlags,
35820075.svg,,Ashkelon,,copyright,"By Ronaldinho the king (?????????? ????) - Own work, COA Adopted in 1951, approved in April 1959, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=69778533",israel,,,,,,,,,,,,,,,allFiles,allFlags,
49350563.svg,,Bat Yam,,copyright,"By Meronim - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=15902723",israel,,,,,,,,,,,,,,,allFiles,allFlags,
94834236.svg,,Bnei Brak,,copyright,"By Meronim - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=15899439",israel,,,,,,,,,,,,,,,allFiles,allFlags,
86501166.svg,,Givatayim,,copyright,"By Meronim - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=15890669",israel,,,,,,,,,,,,,,,allFiles,allFlags,
51007315.svg,,Haifa,,,none,israel,,,,,,,,,,,,,,,allFiles,allFlags,
45044611.svg,,Herzliya,,copyright,"By Meronim - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=15891756",israel,,,,,,,,,,,,,,,allFiles,allFlags,
04101452.svg,,Hof Azza,,copyright,none,israel,,,,,,,,,,,,,,,allFiles,allFlags,
95893629.svg,,Holon,,,none,israel,,,,,,,,,,,,,,,allFiles,allFlags,
46713270.svg,,Jerusalem,,copyright,"Von Eslam - own work based on Image:Flag of Jerusalem realistic colors.png (transition to svg), CC BY-SA 2.5, https://commons.wikimedia.org/w/index.php?curid=1791652",israel,,,,,,,,,,,,,,,allFiles,allFlags,
55610811.svg,,Karmiel,,copyright,"By Original designer unknown. Flag Created by ?????????? ???? - Municipality of Karmiel, http://www.karmiel.muni.il, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=70359082",israel,,,,,,,,,,,,,,,allFiles,allFlags,
18162656.svg,,Kefar Saba,,copyright,"By Meronim - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=15890672",israel,,,,,,,,,,,,,,,allFiles,allFlags,
82867420.svg,,Netanya,,copyright,"By Meronim - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=20743177",israel,,,,,,,,,,,,,,,allFiles,allFlags,
95229975.svg,,Or Yehuda,,copyright,"By Meronim - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=15898636",israel,,,,,,,,,,,,,,,allFiles,allFlags,
58419435.svg,,Qiryat Gat,,copyright,"By Meronim - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=15890677",israel,,,,,,,,,,,,,,,allFiles,allFlags,
75107191.svg,,Ramat Gan,,copyright,"By COA adopted in 1958, flag not adopted officially - municipality of Ramat-Gan, http://www.ramat-gan.muni.il, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=82984543",israel,,,,,,,,,,,,,,,allFiles,allFlags,
32259064.svg,,Ramat HaSharon,,copyright,"By ?????? - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=59691698",israel,,,,,,,,,,,,,,,allFiles,allFlags,
19927275.svg,,Rishon LeZion,,copyright,"By Meronim - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=15891176",israel,,,,,,,,,,,,,,,allFiles,allFlags,
32651796.svg,,Tel Aviv,,,none,israel,,,,,,,,,,,,,,,allFiles,allFlags,
46022726.gif,,Kfar Kama,,,none,israel,,,,,,,,,,,,,,,allFiles,allFlags,
51286617.svg,,Commonwealth of Nations,,copyright,"By http://www.thecommonwealth.org/, Fair use, https://en.wikipedia.org/w/index.php?curid=63485736",intlOrg,,,,,,,,,,,,,,,allFiles,allFlags,
16546545.svg,,ASEAN,,copyright,"By Vectorized by Commons:User:Madden from http://www.asean.org/7095.htm, Fair use, https://en.wikipedia.org/w/index.php?curid=22558629",intlOrg,,,,,,,,,,,,,,,allFiles,allFlags,
47942865.svg,,European Union,,,none,intlOrg,,,,,,,,,,,,,,,allFiles,allFlags,
48214241.svg,,Mercosur,,,none,intlOrg,,,,,,,,,,,,,,,allFiles,allFlags,
10141559.svg,,NATO,,,none,intlOrg,,,,,,,,,,,,,,,allFiles,allFlags,coldWar
08797375.svg,,OPEC,,,none,intlOrg,,,,,,,,,,,,,,,allFiles,allFlags,
11926361.svg,,Southern African Development Community,,,none,intlOrg,,,,,,,,,,,,,,,allFiles,allFlags,
54091893.svg,,African Union,,,none,intlOrg,,,,,,,,,,,,,,,allFiles,allFlags,
02482405.svg,,Andean Community,,,none,intlOrg,,,,,,,,,,,,,,,allFiles,allFlags,
90486266.svg,,Arab League,,,none,intlOrg,,,,,,,,,,,,,,,allFiles,allFlags,
41724107.svg,,CIS,,,none,intlOrg,,,,,,,,,,,,,,,allFiles,allFlags,
28280626.svg,,CSTO,,,none,intlOrg,,,,,,,,,,,,,,,allFiles,allFlags,
14596347.svg,,East African Community,,,none,intlOrg,,,,,,,,,,,,,,,allFiles,allFlags,
37186681.svg,,Nordic Council,,,none,intlOrg,,,,,,,,,,,,,,,allFiles,allFlags,
93336047.svg,,Organisation of Islamic Cooperation,,,none,intlOrg,,,,,,,,,,,,,,,allFiles,allFlags,
21869534.svg,,Organization of American States,,,none,intlOrg,,,,,,,,,,,,,,,allFiles,allFlags,
00459785.svg,,Organizations of Turkic States,,,none,intlOrg,,,,,,,,,,,,,,,allFiles,allFlags,
04468395.svg,,Pacific Community,,,none,intlOrg,,,,,,,,,,,,,,,allFiles,allFlags,
54896074.svg,,United Nations,,,none,intlOrg,,,,,,,,,,,,,,,allFiles,allFlags,coldWar
